TEXT_MON_EVENT_UNIT_WINDFALL_00;Agradezco tu presencia, comandante. Hemos reasignado algunas unidades a tu servicio. Estoy segura de que les sacarás partido.
TEXT_MON_EVENT_UNITS_00;Una base solitaria no puede proteger a un planeta del Imperio. Las flotas, las tropas terrestres y las estructuras secundarias también intervienen en la defensa.
TEXT_MON_EVENT_UNITS_01;Has movilizado bien a nuestras fuerzas. He decidido asignarte más fondos. Usa los créditos con inteligencia.
TEXT_MON_EVENT_UPGRADE_STATION_00;Lo estás haciendo bien, pero hay que reforzar más las defensas. Actualiza una de nuestras bases estelares para potenciar las defensas.
TEXT_MON_EVENT_UPGRADE_STATION_01;Tus acciones han reforzado nuestra posición en la galaxia. Se ha corrido la voz y cada vez llegan más donaciones. Utiliza con inteligencia estos créditos.
TEXT_MOVE;Mover
TEXT_MOVIE_MODE;BATTLECAM ™
TEXT_MP_CAMPAIGN_EMPIRE_IN_DECLINE;La decadencia del Imperio
TEXT_MP_CAMPAIGN_GALACTIC_CORE;Núcleo galáctico
TEXT_MP_CAMPAIGN_LARGE;Galaxia grande
TEXT_MP_CAMPAIGN_MEDIUM;Galaxia normal
TEXT_MP_CAMPAIGN_OUTER_RIM;Borde Exterior
TEXT_MP_CAMPAIGN_ROTR;El auge de la Rebelión
TEXT_MP_CAMPAIGN_SMALL;Galaxia pequeña
TEXT_MP_CONNECT_FORMING;Estableciendo conexiones...
TEXT_MP_CONNECT_PLAYERS;Progreso de la conexión
TEXT_MP_TACTICAL_LAND_BATTLE_IS_PENDING;BATALLA PLANETARIA INMINENTE:
TEXT_MP_TACTICAL_SPACE_BATTLE_IS_PENDING;BATALLA ESPACIAL INMINENTE:
TEXT_MP_TEAM_NUMBER;Equipo
TEXT_MULTIPLAYER;Multijugador
TEXT_MULTIPLAYER_BEACON;Baliza
TEXT_MULTIPLAYER_FPS;FPS
TEXT_MULTIPLAYER_LAND_BATTLE;Batalla terrestre multijugador
TEXT_MULTIPLAYER_SIDE;BANDO
TEXT_MULTIPLAYER_SPACE_BATTLE;Batalla espacial multijugador
TEXT_MUSIC_VOLUME;Volumen de la música
TEXT_MUUNILINST_KIDNAPPING_OBJECTIVE_00;Capturar al presidente San Hill vivo. 
TEXT_MUUNILINST_KIDNAPPING_OBJECTIVE_01;IG-88 debe sobrevivir. 
TEXT_MUUNILINST_KIDNAPPING_OBJECTIVE_02;Inhabilitar o destruir el escudo que protege al complejo. 
TEXT_NALHUTTA_KIDNAPPING_OBJECTIVE_00;Capturar al director Solubba vivo.
TEXT_NALHUTTA_KIDNAPPING_OBJECTIVE_01;Urai Fen debe sobrevivir.
TEXT_NALHUTTA_KIDNAPPING_OBJECTIVE_02;Inhabilitar o destruir el escudo que protege al complejo.
TEXT_NAT_ERROR_CODE_CONNECTION_FAILED;Error de negociación NAT entre jugadores
TEXT_NAT_ERROR_CODE_DEADBEAT_PARTNER;El compañero no se ha registrado en el servidor de negociación NAT
TEXT_NAT_ERROR_CODE_INIT_TIMEOUT;No es posible comunicarse con el servidor de negociación NAT
TEXT_NAT_ERROR_CODE_SUCCESS;Éxito en la negociación NAT
TEXT_NAT_ERROR_CODE_UNKNOWN_ERROR;El servidor de negociación NAT indica que se ha producido un error desconocido
TEXT_NAT_HINT;(NAT)
TEXT_NATIVE_POPULATION;Población:
TEXT_NATIVE_WILDLIFE;Fauna:
TEXT_NET_INCOME;Ingresos netos
TEXT_NET_INCOME_BEFORE_EXPENDITURES;Ingresos netos (antes de los gastos)
TEXT_NET_INCOME_BEFORE_PRODUCTION_COSTS;Ingresos netos (antes de los costes de producción)
TEXT_NETWORK_INFORMATION;Información de la red
TEXT_NETWORK_OPTIONS;Red
TEXT_NEUTRAL_BUILD_PAD;Plataforma de construcción
TEXT_NEUTRAL_MINING_BUILD_PAD;Plataforma minera
TEXT_NEUTRALIZE_HERO_DIALOG_DESCRIPTION;Selecciona al héroe enemigo y paga la suma correspondiente para eliminar del juego a ese héroe, en ocasiones de forma permanente.
TEXT_NEUTRALIZE_HERO_DIALOG_TITLE;Neutralizar héroe
TEXT_NEUTRALIZE_HERO_FAILURE_VIGILANCE;¡Fallo en el intento de neutralización de un héroe! Las fuerzas locales de seguridad planetaria han detectado a tu héroe.
TEXT_NEUTRALIZE_HERO_PREVENTED_VIGILANCE;¡Intento de neutralización de un héroe impedido! Las fuerzas de seguridad de tu planeta han detenido a un héroe enemigo.
TEXT_NEXT_UNIT;Unidad siguiente
TEXT_NO;No
TEXT_NO_PLAYER;Cerrada
TEXT_NOGHRI_ASSASSIN_SQUAD;Escuadrón de asesinos noghri
TEXT_NOT_A_CLAN_GAME;No es una partida de clan
TEXT_NOT_FOUND;No se encuentra
TEXT_NUMBER_OF_GAMES;Partidas disponibles:
TEXT_OBJECT_BOMB;Bomba
TEXT_OBJECT_CARGO;Contenedor
TEXT_OBJECT_GALACTIC_FLEET;Flota
TEXT_OBJECT_GALACTIC_SQUADRON;Escuadrón
TEXT_OBJECT_HAN_AND_CHEWIE_TEAM;Han Solo y Chewbacca
TEXT_OBJECT_STAR_SYSTEM;Sistema solar
TEXT_OBJECT_STAR_SYSTEM_ABREGADORAE;Abregado-rae
TEXT_OBJECT_STAR_SYSTEM_AETENII;Aeten 2
TEXT_OBJECT_STAR_SYSTEM_ALDERAAN;Alderaan
TEXT_OBJECT_STAR_SYSTEM_ALZOCIII;Alzoc 3
TEXT_OBJECT_STAR_SYSTEM_ANAXES;Anaxes
TEXT_OBJECT_STAR_SYSTEM_ANTARIV;Antar 4
TEXT_OBJECT_STAR_SYSTEM_ARIDUS;Aridus
TEXT_OBJECT_STAR_SYSTEM_ARKANIA;Arkania
TEXT_OBJECT_STAR_SYSTEM_ATZERRI;Atzerri
TEXT_OBJECT_STAR_SYSTEM_BAKURA;Bakura
TEXT_OBJECT_STAR_SYSTEM_BALMORRA;Balmorra
TEXT_OBJECT_STAR_SYSTEM_BESPIN;Bespin
TEXT_OBJECT_STAR_SYSTEM_BESTINE;Bestine
TEXT_OBJECT_STAR_SYSTEM_BONADAN;Bonadan
TEXT_OBJECT_STAR_SYSTEM_BOTHAWUI;Bothawui
TEXT_OBJECT_STAR_SYSTEM_BRENTAAL;Brentaal
TEXT_OBJECT_STAR_SYSTEM_BYSS;Byss
TEXT_OBJECT_STAR_SYSTEM_CARIDA;Carida
TEXT_OBJECT_STAR_SYSTEM_CORELLIA;Corellia
TEXT_OBJECT_STAR_SYSTEM_CORULAG;Corulag
TEXT_OBJECT_STAR_SYSTEM_CORUSCANT;Coruscant
TEXT_OBJECT_STAR_SYSTEM_DAGOBAH;Dagobah
TEXT_OBJECT_STAR_SYSTEM_DANTOOINE;Dantooine
TEXT_OBJECT_STAR_SYSTEM_DATHOMIR;Dathomir
TEXT_OBJECT_STAR_SYSTEM_DURO;Duro
TEXT_OBJECT_STAR_SYSTEM_ENDOR;Endor
TEXT_OBJECT_STAR_SYSTEM_ERIADU;Eriadu
TEXT_OBJECT_STAR_SYSTEM_FELUCIA;Felucia
TEXT_OBJECT_STAR_SYSTEM_FONDOR;Fondor
TEXT_OBJECT_STAR_SYSTEM_FRESIA;Fresia
TEXT_OBJECT_STAR_SYSTEM_GAMORR;Gamorr
TEXT_OBJECT_STAR_SYSTEM_GAROSIV;Garos 4
TEXT_OBJECT_STAR_SYSTEM_GEONOSIS;Geonosis
TEXT_OBJECT_STAR_SYSTEM_HAPES;Hapes
TEXT_OBJECT_STAR_SYSTEM_HONOGHR;Honoghr
TEXT_OBJECT_STAR_SYSTEM_HONOGHR_01;Honoghr
TEXT_OBJECT_STAR_SYSTEM_HOTH;Hoth
TEXT_OBJECT_STAR_SYSTEM_HYPORI;Hypori
TEXT_OBJECT_STAR_SYSTEM_ILUM;Ilum
TEXT_OBJECT_STAR_SYSTEM_JABIIM;Jabiim
TEXT_OBJECT_STAR_SYSTEM_KAMINO;Kamino
TEXT_OBJECT_STAR_SYSTEM_KASHYYYK;Kashyyyk
TEXT_OBJECT_STAR_SYSTEM_KESSEL;Kessel
TEXT_OBJECT_STAR_SYSTEM_KORRIBAN;Korriban
TEXT_OBJECT_STAR_SYSTEM_KUAT;Kuat
TEXT_OBJECT_STAR_SYSTEM_LWEKK;Lwhekk
TEXT_OBJECT_STAR_SYSTEM_MANAAN;Manaan
TEXT_OBJECT_STAR_SYSTEM_MANDALORE;Mandalore
TEXT_OBJECT_STAR_SYSTEM_MONCALAMARI;Mon Calamari
TEXT_OBJECT_STAR_SYSTEM_MUSTAFAR;Mustafar
TEXT_OBJECT_STAR_SYSTEM_MUUNILINST;Muunilinst
TEXT_OBJECT_STAR_SYSTEM_MYRKR;Myrkr
TEXT_OBJECT_STAR_SYSTEM_MYRKR_01;Myrkr
TEXT_OBJECT_STAR_SYSTEM_NABOO;Naboo
TEXT_OBJECT_STAR_SYSTEM_NALHUTTA;Nal Hutta
TEXT_OBJECT_STAR_SYSTEM_POLUS;Polus
TEXT_OBJECT_STAR_SYSTEM_RAKATTA;Rakata
TEXT_OBJECT_STAR_SYSTEM_RALLTIIR;Ralltiir
TEXT_OBJECT_STAR_SYSTEM_RATTATAK;Rattatak
TEXT_OBJECT_STAR_SYSTEM_RHINNAL;Rhinnal
TEXT_OBJECT_STAR_SYSTEM_ROTHANA;Rothana
TEXT_OBJECT_STAR_SYSTEM_RYLOTH;Ryloth
TEXT_OBJECT_STAR_SYSTEM_SALEUCAMI;Saleucami
TEXT_OBJECT_STAR_SYSTEM_SHOLA;Shola
TEXT_OBJECT_STAR_SYSTEM_SULLUST;Sullust
TEXT_OBJECT_STAR_SYSTEM_TARIS;Taris
TEXT_OBJECT_STAR_SYSTEM_TATOOINE;Tatooine
TEXT_OBJECT_STAR_SYSTEM_THEMAW;La Boca
TEXT_OBJECT_STAR_SYSTEM_THYFERRA;Thyferra
TEXT_OBJECT_STAR_SYSTEM_TRANDOSHA;Trandosha
TEXT_OBJECT_STAR_SYSTEM_TYNNA;Tynna
TEXT_OBJECT_STAR_SYSTEM_UTAPAU;Utapau
TEXT_OBJECT_STAR_SYSTEM_VERGESSO;Asteroides Vergesso
TEXT_OBJECT_STAR_SYSTEM_WAYLAND;Wayland
TEXT_OBJECT_STAR_SYSTEM_YAVIN;Yavin 4
TEXT_OBJECTIVE_FOCUS_DEMO_LAND_00;Acuartela a tus mercenarios en el búnker cercano.
TEXT_OBJECTIVE_FOCUS_DEMO_LAND_01;Refuerza tus tropas con el transporte F9-TZ.
TEXT_OBJECTIVE_FOCUS_DEMO_LAND_02;Carga a tu infantería en el transporte F9-TZ.
TEXT_OBJECTIVE_FOCUS_DEMO_LAND_03;Mueve el transporte a la zona designada.
TEXT_OBJECTIVE_FOCUS_DEMO_LAND_04;Destruye el resto de las fuerzas rebeldes para conseguir la victoria.
TEXT_OBJECTIVE_UNDERWORLD_PIRACY_TUTORIAL_00;Elimina a los escuadrones de ala V para preparar la llegada del estratega supremo.
TEXT_OBJECTIVE_UNDERWORLD_PIRACY_TUTORIAL_01;Para destruir los motores del estratega supremo, resáltalos haciendo clic derecho en el soporte del motor de la nave.
TEXT_OBJECTIVE_UNDERWORLD_PIRACY_TUTORIAL_02;Coloca la lanzadera cerca de la nave del estratega supremo para secuestrarla.
TEXT_OBJECTIVE_UNDERWORLD_PIRACY_TUTORIAL_03;Elimina a la escolta del estratega supremo.
TEXT_OBJECTIVE_UNDERWORLD_PIRACY_TUTORIAL_04;La escolta de Tyber debe sobrevivir.
TEXT_OBJECTIVE_UNDERWORLD_PROLOGE_FELUCIA_00;Acuartela tus tropas en el transporte.
TEXT_OBJECTIVE_UNDERWORLD_PROLOGE_FELUCIA_01;Mueve a tus tropas hacia el artefacto.
TEXT_OBJECTIVE_UNDERWORLD_PROLOGE_FELUCIA_02;Construye una torreta de cápsulas de misiles en uno de tus UDM.
TEXT_OBJECTIVE_UNDERWORLD_PROLOGE_FELUCIA_03;Mueve a Tyber y a Urai hacia el artefacto.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_GALACTIC_00;Arrastra al saboteador hacia “Esparcir corrupción” en el planeta Mandalore y selecciona “Piratería”.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_GALACTIC_01;Arrastra al saboteador hacia la ranura de “Esparcir corrupción” en Nal Hutta y selecciona “Mercado negro”.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_GALACTIC_02;Arrastra a Urai Fen a la ranura “Comprar” de Nal Hutta y elige “Tecnología disruptora”.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_GALACTIC_03;Reunir todas las fuerzas del Consorcio Zann y desplazarlas a Felucia.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_GALACTIC_04;Conquista Kamino.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_LAND_00;Acuartela a tus mercenarios en el búnker cercano.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_LAND_01;Refuerza tus tropas con el transporte F9-TZ.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_LAND_02;Carga a tu infantería en el transporte F9-TZ.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_LAND_03;Mueve el transporte a la zona designada.
TEXT_OBJECTIVE_UNDERWORLD_TUTORIAL_LAND_04;Destruye el resto de las fuerzas rebeldes para conseguir la victoria.
TEXT_OFF;No
TEXT_ON_PLANET;EN EL PLANETA
TEXT_OPEN_PLAYER;Abierta
TEXT_ORBITAL_DEFENSE_SATELLITE;Plataforma de construcción de satélites defensivos
TEXT_ORBITAL_DEFENSE_SATELLITE_DBM;Satélite de misiles de boro y diamante
TEXT_ORBITAL_DEFENSE_SATELLITE_LASER;Satélite defensivo con láseres
TEXT_ORBITAL_DEFENSE_SATELLITE_LASER_EMPIRE;Satélite defensivo imperial con láseres
TEXT_ORBITAL_DEFENSE_SATELLITE_LASER_REBEL;Satélite defensivo rebelde con láseres
TEXT_ORBITAL_DEFENSE_SATELLITE_MISSILE;Satélite defensivo con misiles
TEXT_ORBITAL_DEFENSE_SATELLITE_MISSILE_EMPIRE;Satélite defensivo imperial con misiles
TEXT_ORBITAL_DEFENSE_SATELLITE_MISSILE_REBEL;Satélite defensivo rebelde con misiles
TEXT_ORBITAL_DEFENSE_SATELLITE_PAD_TEMP;Plataforma de construcción de satélites defensivos
TEXT_ORBITAL_DEFENSE_SATELLITE_PLASMA;Satélite de ráfaga de plasma
TEXT_ORBITAL_DEFENSE_SATELLITE_REPAIR;Satélite de reparación de naves
TEXT_ORBITAL_DEFENSE_SATELLITE_TRACTOR;Satélite de rayo tractor
TEXT_ORBITAL_JAMMING_STATION;Estación de interferencia de comunicaciones
TEXT_ORBITAL_LONG_RANGE_SCANNER;Escáner de largo alc.
TEXT_ORBITAL_SENSOR;Cápsula de sensores orbitales
TEXT_ORBITAL_SS_POSITION;Posición de la estructura especial orbital
TEXT_ORBITAL_STATION_POSITION;Posición de la estación espacial
TEXT_OUT_BASE_SS_POSITION;Posición de la estructura especial fuera de la base
TEXT_OUT_OF_SYNC;Error de sincronización detectado
TEXT_PA_ADVANCED_SHIELDS;Escudos avanzados
TEXT_PA_BASE_STEALTH_GROUND;Camuflaje de las bases (terrestres).
TEXT_PA_BASE_STEALTH_SPACE;Camuflaje de las bases (espaciales).
TEXT_PA_BLACK_MARKET_INFLUENCES;Mercado negro
TEXT_PA_BOUNTY;Recompensa
TEXT_PA_CAPITAL_SHIP_PRODUCTION;Producción de naves de línea
TEXT_PA_CLONING_VATS;Tanques de clonación
TEXT_PA_COMBAT_ARMOR_GALACTIC;Blindaje de combate
TEXT_PA_DAMAGE_BONUS;Bonificación al daño
TEXT_PA_ENHANCED_FIGHTER_SHIELDS;Escudos de los cazas
TEXT_PA_ENHANCED_T4B_DAMAGE;Daño para el T4-B
TEXT_PA_ENVIRONMENTAL_TRAINING;Entrenamiento ambiental
TEXT_PA_FORCE_NEGATION;Negación de la Fuerza
TEXT_PA_GALACTIC_PRODUCTION_BOOST;Aumentar producción
TEXT_PA_HIGH_CREDIT_VALUE;Gran valor en créditos
TEXT_PA_IMPROVED_ATAT_REACTORS;Reactores mej. AT-AT
TEXT_PA_IMPROVED_TREADS;Orugas mejoradas
TEXT_PA_IMPROVED_WEAPONS;Armas perfeccionadas
TEXT_PA_LIGHT_ARMOR_PLATING;Mejora de blindaje ligero
TEXT_PA_MINING_COLONY;Colonia minera
TEXT_PA_RESEARCH_ADVANCES;Avances de investigación
TEXT_PA_RESTRICTED_UNITS;Unidades restringidas
TEXT_PA_SECURE_AREA;Área segura
TEXT_PA_SPY_NETWORK;Red de espionaje
TEXT_PA_STAMINA_BOOST;Vigor fortalecido
TEXT_PA_TACTICAL_AUTO_DAMAGE;Daño automático
TEXT_PA_TACTICAL_HEAL_INFANTRY;Curar infantería
TEXT_PALACE_UNDERWORLD_BUILDS;Produce: Saboteador, UDM.
TEXT_PARTICLE_DETAIL;Det. partículas
TEXT_PASSWORDED_GAME;Contraseña necesaria
TEXT_PATCH_REQUEST_TEXT;Está disponible una nueva actualización necesaria para jugar en Internet. ¿Quieres descargarla?
TEXT_PENALTY_RL_COMBAT_ARMOR_L1;Instrucción deficiente (nivel 1)
TEXT_PENALTY_TOOLTIP_RL_COMBAT_ARMOR_L1;Aumenta un 25% el daño sufrido por las unidades de soldados de la Rebelión.
TEXT_PETROGLYPH;Petroglyph
TEXT_PIRATE_BUILD_PAD;Plataforma de construcción pirata
TEXT_PIRATE_FIGHTER_SQUADRON;Caza pirata
TEXT_PIRATE_GROUND_BASE_1;Base terrestre pirata
TEXT_PIRATE_LAND_GARRISON;Guarnición pirata
TEXT_PIRATE_PLEX_SQUAD;Equipo de soldados con lanzamisiles
TEXT_PIRATE_SKIFF_TEAM;Brigada del esquife
TEXT_PIRATE_SOLDIER_SQUAD;Grupo de soldados
TEXT_PIRATE_SPACE_FLEET;Flota pirata
TEXT_PIRATE_STAR_BASE_1;Base pirata en los asteroides
TEXT_PIRATE_SWAMP_SPEEDER_TEAM;Pelotón de deslizadores de los pantanos
TEXT_PLACE_BEACON;Colocar baliza
TEXT_PLANET;Planeta:
TEXT_PLANET_AALDERAAN_ENCYC_01;Mientras se controle este planeta, todos los pelotones de infantería rebeldes de la galaxia obtienen un 50% de reducción al daño.
TEXT_PLANET_ABREGADORAE_ENCYC;Vigilancia. Los héroes secundarios son detectados y eliminados automáticamente gracias a la red clandestina de información.
TEXT_PLANET_ABREGADORAE_ENCYC_01;Mientras se controle este planeta, la producción de AT-ST cuesta un 20% menos en todos los planetas. 
TEXT_PLANET_ABREGADORAE_INFO_ADV;Vigilancia.
TEXT_PLANET_ABREGADORAE_INFO_ADV_01;Aumentar producción (AT-ST)
TEXT_PLANET_ABREGADORAE_INFO_HIS;Planeta industrial y comercial ubicado en el sistema Abregado de los Planetas del Núcleo. Abregado-rae es un planeta templado con terreno ondulado, lagos y ríos. El puerto espacial del planeta parece seguro, al menos para un lego en la materia. Detrás del lustre y el brillo se oculta un paraíso para los contrabandistas, un puerto espacial donde las innumerables especies de la galaxia circulan brevemente, tienen aventuras desenfrenadas y a veces letales, y luego se marchan rumbo a lo desconocido. En este planeta, la comunidad de contrabandistas mantiene una red clandestina de información de gran alcance.
TEXT_PLANET_ABREGADORAE_INFO_HIS_01;Abregado Rae es un planeta industrial y comercial ubicado en el sistema Abregado de los Planetas del Núcleo. Abregado Rae es un planeta templado con terreno ondulado, lagos y ríos. El puerto espacial del planeta parece seguro, al menos para un lego en la materia. Detrás del lustre y el brillo se oculta un paraíso para los contrabandistas, un puerto espacial donde las innumerables especies de la galaxia circulan brevemente, tienen aventuras desenfrenadas y a veces letales, y luego se marchan rumbo a lo desconocido.
TEXT_PLANET_ABREGADORAE_INFO_POP;Humanos.
TEXT_PLANET_ABREGADORAE_INFO_TAC;Los héroes secundarios son detectados y eliminados automáticamente gracias a la red clandestina de información.
TEXT_PLANET_ABREGADORAE_INFO_TER;Colinas, ríos y lagos.
TEXT_PLANET_ABREGADORAE_INFO_WEA;Claros y lluvias.
TEXT_PLANET_ABREGADORAE_INFO_WL;Gados.
TEXT_PLANET_AETENII_ENCYC;Colonia minera. Las explotaciones mineras del planeta proporcionan ingresos adicionales.
TEXT_PLANET_AETENII_ENCYC_01;Las explotaciones mineras del planeta proporcionan ingresos adicionales.
TEXT_PLANET_AETENII_INFO_ADV;Colonia minera.
TEXT_PLANET_AETENII_INFO_HIS;Planeta del Borde Exterior. Azotado por una fuerte actividad volcánica, Aeten II es conocido por sus yacimientos de los escasos cristales estigios, que se usan en la fabricación de dispositivos de camuflaje. A causa del gran valor de los cristales estigios, a Aeten II llegaron un buen número de prospectores sin escrúpulos que compitieron a muerte por ellos. En consecuencia, Aeten II se convirtió en uno de los planetas más peligrosos de los territorios del Borde Exterior. Cuando se produjo el auge del Imperio, las reservas de cristales de Aeten II estaban prácticamente agotadas, lo que imposibilitaba la fabricación de nuevos dispositivos de camuflaje. Los prospectores se han dedicado a remodelar antiguas explotaciones mineras y han encontrado otros yacimientos valiosos.
TEXT_PLANET_AETENII_INFO_HIS_01;Aeten II es conocido por sus yacimientos de los escasos cristales estigios, que se usan en la fabricación de dispositivos de camuflaje. A causa del gran valor de los cristales estigios, a Aeten II llegaron un buen número de prospectores sin escrúpulos que compitieron a muerte por ellos. Cuando se produjo el auge del Imperio, las reservas de cristales de Aeten II estaban prácticamente agotadas, lo que imposibilitaba la fabricación de nuevos dispositivos de camuflaje.
TEXT_PLANET_AETENII_INFO_POP;Humanos.
TEXT_PLANET_AETENII_INFO_TAC;Las explotaciones mineras del planeta proporcionan ingresos adicionales.
TEXT_PLANET_AETENII_INFO_TER;Ríos de lava y volcanes.
TEXT_PLANET_AETENII_INFO_WEA;Clima cálido con lluvia de cenizas.
TEXT_PLANET_AETENII_INFO_WL;No hay.
TEXT_PLANET_ALDERAAN_ENCYC;Resistencia al control (Imperio). El tamaño de las bases imperiales está restringido por la oposición de Alderaan al Emperador.
TEXT_PLANET_ALDERAAN_INFO_ADV;Resistencia al control (Imperio). El pueblo de Alderaan no obedece de buen grado las órdenes imperiales, lo que impide que la producción de créditos llegue al máximo.
TEXT_PLANET_ALDERAAN_INFO_ADV_01;Blindaje de combate (galaxia)
TEXT_PLANET_ALDERAAN_INFO_HIS;Es un Planeta del Núcleo utópico y pacífico que hace las veces de corazón espiritual de la galaxia. Los cielos de Alderaan suelen estar despejados y en sus praderas se pueden encontrar más de 8.000 subespecies de hierbas, numerosas flores silvestres y una gran variedad de especies únicas. El pueblo de Alderaan ama su tierra y la trabajan en lugar de destruirla. La cultura y la educación tienen mucha importancia en su sociedad, basada en principios ecológicos que protegen la belleza natural del planeta. Las gentes de Alderaan se tomaron muy a pecho los horrores de las Guerras Clon, adoptaron el pacifismo y prohibieron todas las armas en la superficie del planeta. Sin embargo, el ascenso al poder del Emperador ha generado una oposición frontal al gobierno imperial y un apoyo cada vez mayor hacia la Rebelión. 
TEXT_PLANET_ALDERAAN_INFO_HIS_01;Es un Planeta del Núcleo utópico y pacífico que hace las veces de corazón espiritual de la galaxia. El pueblo de Alderaan es culto, educado y respeta los principios ecológicos que protegen la belleza natural del planeta. Las gentes de Alderaan se tomaron muy a pecho los horrores de las Guerras Clon, adoptaron el pacifismo y prohibieron todas las armas en la superficie del planeta.
TEXT_PLANET_ALDERAAN_INFO_HIS_02;Una vez fue un mundo pácifico y utópico del Núcleo que sirvió como corazón espiritual de la galaxia. Alderaan tenía amplios cielos y llanuras que proporcionaban más de 8.000 subespecies de hierba, numerosas flores salvajes y diversas especies únicas. Ahora es un campo de asteroides, el cementerio de Alderaan es todo lo que queda del planeta destruido por el Imperio con la primera Estrella de la Muerte. Los comerciantes libres y los viajeros del espacio lo llaman el Cementerio y cuentan relatos de misteriosos artefactos jedi y naves fantasmas entre sus ruinas. Los supervivientes de Alderaan, que estaban fuera del mundo en el momento de su destrucción, desarrollaron con rapidez rituales denominados el Regreso, en los que vuelven periódicamente para recordar a sus familiares y amigos fallecidos. 
TEXT_PLANET_ALDERAAN_INFO_POP;Humanos.
TEXT_PLANET_ALDERAAN_INFO_POP_02;Humanos (aniquilados)
TEXT_PLANET_ALDERAAN_INFO_TAC;El tamaño de las bases imperiales está restringido por la oposición de Alderaan al Emperador.
TEXT_PLANET_ALDERAAN_INFO_TER;Praderas.
TEXT_PLANET_ALDERAAN_INFO_WEA;Claros y lluvias.
TEXT_PLANET_ALDERAAN_INFO_WILDLIFE_02;Thranta, Nerf (aniquilados)
TEXT_PLANET_ALDERAAN_INFO_WL;Thrantas y nerfs.
TEXT_PLANET_ALZOCIII_INFO_ADV;Colonia minera.
TEXT_PLANET_ALZOCIII_INFO_ENCYC;Colonia minera. La minería de los talz proporciona ingresos adicionales.
TEXT_PLANET_ALZOCIII_INFO_HIS;Es un planeta helado en el sistema Alzoc del Borde Exterior. Este mundo sin satélites está cubierto de llanuras desiertas y heladas, y su inclemente sol cae de plano sobre la nieve reflectante. En Alzoc III apenas hay fauna, y en la superficie del planeta solo se ven babosas nivales y talz. Los talz son la única especie inteligente del planeta, son naturales de Alzoc III y llevan a cabo operaciones mineras subterráneas en las que extraen la valiosa perla de Alzoc. Las explotaciones mineras de los talz son una fuente rentable de ingresos.
TEXT_PLANET_ALZOCIII_INFO_HIS_01;Es un planeta helado en el sistema Alzoc del Borde Exterior. Este mundo sin satélites está cubierto de llanuras desiertas y heladas, y su inclemente sol cae de plano sobre la nieve reflectante. En Alzoc III apenas hay fauna, y en la superficie del planeta solo se ven babosas nivales y talz. Los talz llevan a cabo operaciones mineras subterráneas en las que extraen la valiosa perla de Alzoc.
